CLUE,ANS,POS
"Prospect, view",vista,3
Social insect ,ant,2
Farm vehicle ,tractor,1
"Courting, romancing ",wooing,1
"Levy, inflict ",impose,2
Male relation ,uncle,5
Not damaged in any way,intact,3
Insincere support ,lip service,3
Underground cemetery ,catacomb,2
Boast ,brag,1
Wartime safety device ,gas mask,1
Giving way ,yielding,1
Sea snail,whelk,6
Small bird; architect ,wren,5
Forgive ,excuse,2
Antelope,impala,2
Church residence ,parsonage,1
Gift; here ,present,1
Large African mammal,hippopotamus,3
Become more rigid,stiffen,1
Chic ,elegant,6
Ball game ,tennis,8
Eye problems causing blurred vision ,cataracts,5
Face,visage,1
Church caretaker ,verger,2
Concave - sunken ,hollow,1
Gourd fruit ,melon,3
