CLUE,ANS,POS,FOUND IN
God of darkness ,erebus,4,Erebus (Greek god of darkness and shadow)
Use a razor ,shave,4,Smooth-shaven
Brushwood ,scrub,8,Scrubland
Charity garden party ,fete,5,Philanthropic fete
Comparatively small ,baby,14,Baby-sized
Vote in ,elect,4,Selection
Broken pieces ,fragments,1,Shattered fragments
Water grass,reed,2,Phragmites (common reed)
Such as is found in the Greek dish keftedes ,meatball,1,Meatballs (keftedes are Greek meatballs)
Enlisted in the armed forces,signed up,2,Signed up for service
