CLUE,ANS,POS,FOUND IN
"Eg, Riga natives ",latvians,18,"Latvians (specific nationality, but can refer to ethnic natives of the region including those from Riga)"
Nethermost,lowest,3,Lowest point - the lowest elevation in a given area.
Honest ,upright,16,Uprightness
Country and bird ,turkey,2,United States - Turkey (bird)
"Anne ---, married Shakespeare ",hathaway,11,"Viola - In Shakespeare's play ""Twelfth Night,"" disguised as Cesario (played by Anne Hathaway), she falls for Orsino but ultimately ends up marrying Duke Sebastian, her twin brother who was separated from her at birth."
Embellish ,decorate,1,Adorn - To decorate or embellish with ornaments.
River at Bath ,avon,1,"Avon - The river flowing through Bath, England."
Ingenuous ,naive,19,Naive-hearted
Material for making inner walls,plasterboard,3,Drywall (Plasterboard)
"Milton -, new town ",keynes,4,"Milton Keynes (New Town in England, the ""UK's first new town"" from 1967)"
Acid-tasting salad leaf ,sorrel,5,Sorrel - A tangy and slightly sour green often used in salads or as a garnish.
Birth control device ,contraceptive,7,Contraceptive Patch
Patron of Scotland ,andrew,4,Duke of Rothesay (currently Prince Andrew)
Just ,only,1,Only - This term implies exclusivity or singularity.
Epiphyte absorbing nutrients from the atmosphere ,air plant,2,Tillandsia (Air plants) - These are popular examples of epiphytic plants that absorb water and nutrients through their leaves.
Contact device,pager,15,Pager/Beeper
Increasing threefold ,tripling,8,"Tripling - making something three times as large, significant, or numerous."
Based on custom rather than documentation ,unwritten,11,Unwritten rules
Tenant's payment ,rental,17,Furnished rental payment
Bathroom mineral ,talcum,1,Talcum Powder
Measure applied to gold or gems ,carat,1,"Carat (C) - A unit of mass used for measuring gemstones, particularly diamonds"
"Glass cylinders closed at one end, used in laboratory work",test tubes,19,"Fume Hood Test Tubes (used for fumes, not typical cylinders)"
Seeress; Mrs. Fawlty ,sibyl,2,"Sibyl - An ancient female oracle who was believed to have prophetic powers, particularly those from Cumae and Erythrae in Italy during the 6th century BC."
"Seasonal wind in southern Asia, brings heavy rains ",monsoon,1,Monsoon - A seasonal prevailing wind that changes direction with the seasons and is associated with heavy rainfall in South Asia.
