CLUE,ANS,POS,FOUND IN
Predicted ,foreseen,13,Foreseen advancement
Everyone ,all,6,Shared by all
Jester ,fool,14,Court fool
Pine; protracted ,long-,1,Long-lasting needles
Covered in folds of cloth ,draped,2,Robe-draped
Barrier; pressure unit ,bar,3,Pneumatic barrier
Manifestation of a deity; cyberspace icon ,avatar,1,Digital avatar
Deduce (from evidence) ,infer,1,Inferential reasoning
Approximate calculation ,estimate,1,Estimated
High-birthrate period ,baby boom,1,Baby boom era
Palladian mansion with gardens in Wiltshire ,stourhead,3,Stourhead Villa
Reveal ,disclose,1,Disclosed information
"... dum and ...dee, characters in Through the Looking Glass",tweedle,1,Tweedledum
Won victory over ,defeated,5,Defeated opponents
Distance between rails ,gauge,6,Loading gauge difference
"Hit (by remorse, love) ",smitten,10,Love-smitten (though not exclusively negative)
New and old parts of the Bible ,testament,6,Old Testament
hinting at something indecent ,suggestive,5,Overly suggestive remark
Curb ,rein,20,Reining in (especially when referring to behavior)
Most diminutive ,smallest,10,Smallest possible
