CLUE,ANS,POS
Prickly plant with purple flowers ,thistle,1
Ignored ,neglected,6
Very beautiful or sensitive,exquisite,8
Land covered with trees ,forest,1
Loth,reluctant,2
- May Alcott; author ,louisa,1
Cleaning implement ,mop,1
Holy ,sacred,1
One of Santa's reindeers,prancer,4
Fell asleep ,nodded off,9
System of beliefs,creed,7
Eccentric ,kooky,10
Leg joint,knee,1
Used in (anag) -- unmentionables ,undies,1
Insurgent ,rebel,1
Graduates of a college ,alumni,1
Pester persistently,harass,3
Localised death of cells ,gangrene,16
"High-pitched, piercing ",shrill,1
"Pledges, vows ",promises,1
