CLUE,ANS,POS,FOUND IN
Insinuate ,imply,2,Imply indirectly
Add by conquest or occupation,annex,1,Annexed territory
Rubber covering on a wheel ,tyre,8,Tyre boots (for punctures)
State in eastern Germany ,saxony,4,Saxony-Anhalt
Effervescence,fizz,5,Fizzy
Usher in ,introduce,1,Introduce with flair
Deep regret ,remorse,1,Remorseful
Immoderate eater ,glutton,1,Gluttonous
Incompetent or awkward ,inept,14,Ineptly handled
Personal teacher ,tutor,1,Individual tutor
Gain knowledge ,learn,1,Learn new
Frightened ,scared,3,Scared stiff
"Refuse, litter ",rubbish,10,Rubbish-strewn places
White coloured,chalky,9,Chalky (in certain contexts like skin color due to sun exposure)
