CLUE,ANS,POS,FOUND IN
Listen to,hear,4,Hearing attentively
Save from danger ,rescue,1,Rescued
Enclosed drain under a road or railway ,culvert,7,Railway culvert entrance
Prepared ,ready,1,Ready-made
Underarm protection? ,deodorant,5,Deodorant roll-on
Projectile; salad plant ,rocket,15,Wild arugula (a form of rocket that grows naturally and can be harvested for salads)
Units of electrical resistance ,ohms,9,Ohmstone
Former British rule ,empire,11,British Empire
Residue of a fire ,ash,1,Ashes
Game bird (in a pear tree?),partridge,3,Chukar partridge (improbable)
Of the kidneys ,renal,2,Renal system members
Blow - gentle touch - apoplexy ,stroke,8,Easy stroke
Narrow opening,slit,5,Small slit
Deport ,exile,2,Exiled
Slangily cheat with wood-working tool ,chisel,5,Chiseling dishonesty
In a position to ,able,3,Capable
"Gives, apportions ",allots,12,Allots resources
