CLUE,ANS,POS
Part of a church sounds roguish ,nave,7
Canine guard ,watchdog,1
Homerian epic ,odyssey,1
Counterpart of yang ,yin,1
Compact firearm,handgun,6
Theft crime ,robbery,3
"Valiant, courageous ",heroic,1
Imperial land measurement ,acre,1
Small sheltered bay ,cove,1
In short supply ,scarce,1
Planet ,venus,2
Not closed or secret ,open,1
Many-headed foe of Hercules ,hydra,1
Mishap ,accident,1
Get one's own back ,retaliate,1
Drink or meal? ,tea,15
Porous substance to soak up ,sponge,1
Joyous ,blissful,13
