CLUE,ANS,POS
Very ugly building ,eyesore,1
Medical practitioner ,doctor,2
Giraffe-like animal ,okapi,9
Indian dish ,samosa,1
Disease of birds ,psittacosis,4
Small lump ,nodule,9
King Richard 1st had nickname like Latin hero ,lionheart,1
Thick,dense,10
Large reptile,crocodile,3
Surgeon's knife ,scalpel,1
Pale and wan (6) ,pallid,9
Legal possessor ,owner,1
Become established,take root,5
Terror ,panic,1
Yellow fruit ,banana,1
House robber ,burglar,1
Bony framework ,skeleton,1
Highly decorated,ornate,6
"Obstinate, bullheaded ",stubborn,6
Small African nocturnal primate with large eyes ,bushbaby,8
Outlaw,bandit,13
