CLUE,ANS,POS
Quite obvious and clear ,evident,4
Blacksmith's block ,anvil,1
Ballpoint pen ,biro,2
Tiered ,layered,1
Bone in lower leg ,tibia,1
Requiring speedy action,urgent,1
"Alters, makes right ",amends,43
False god ,idol,1
Afternoon nap ,siesta,1
Ship's smokestack ,funnel,1
Part of speech ,adverb,3
Drink ,beverage,7
"Cotton, slave, estate ",plantation,1
Unjust ,unfair,2
Sikh headdress ,turban,1
Demand ,claim,6
Fast American dance,jive,13
"Pierced, like meat",skewered,1
Car's home (or hospital?) ,garage,1
Entertaining ,amusing,2
"Notable, full of incidents ",eventful,1
