CLUE,ANS,POS
1940s' jazz characterised by virtuosity ,bebop,3
Disclose or uncover ,reveal,2
Accuse with a crime (US) ,indict,2
Peak ,summit,4
A knotted mess,tangle,2
Embankment that should prevent flooding ,levee,2
"Calm, pacify, appease ",placate,15
Flat-bottomed barge ,lighter,42
Hindu sect and its chant ,hare krishna,6
Barbaric,cruel,45
"Obligations, responsibilities ",duties,1
Plunge headlong ,plummet,7
Anger ,ire,21
Most secure ,safest,23
Organ of hearing ,ear,2
Strong wind ,gale,3
Narrow valley with a stream ,glen,13
Foe ,enemy,3
