CLUE,ANS,POS
Baseball player - bowl,pitcher,42
Warming alcoholic drink with sugar and spices ,mulled wine,44
Highways ,roads,42
Soft leather shoes originally worn by Native Americans ,moccasins,1
Edible flatfish ,lemon sole,49
Selection of small dishes served in Greek or Turkish cuisine,meze,45
"Animal fat used in candles, soap etc ",tallow,42
Hillock ,knoll,36
Military land force ,army,42
Austrian city where Mozart was born ,salzburg,42
Horse-drawn vehicle ,carriage,44
Ought to ,should,42
Long narrow range of hills ,ridge,43
Light resilient plastic made of polystyrene ,styrofoam,42
Acid - rancid,sour,31
Forearm bone ,ulna,22
Animal's lair ,den,42
