CLUE,ANS,POS,FOUND IN
Cover for a gramophone record ,sleeve,3,Record sleeve
Ovum ,egg,1,Egg cell
(Of duck) moving bill in water while feeding ,dabbling,1,"Dabbling (as it refers to a specific way that some ducks feed, with the head dipping into water)"
Channel north of Isle of Wight ,solent,4,The Solent (the strait separating the island from mainland England but not specifically a northward channel)
Objectives ,aims,23,Aims (another term for an objective to be achieved)
Cricket practice ,net,2,Batting nets
Science of speech sounds,phonetics,2,Articulatory phonetics
Animal with a sting in its tail ,scorpion,1,"In many cultures, it represents danger due to its venomous stinger but also embodies protection, resilience, and regeneration—since scorpions are known for their ability to lose limbs and survive in harsh conditions."
Balkan country,macedonia,5,Macedonia (North Macedonia)
Very strong wind ,gale,1,Gale-force
Confidential remark,aside,8,Whispered aside
