CLUE,ANS,POS,FOUND IN
"Warranty, pledge ",guarantee,1,Guarantee: A formal promise that something is assured or will happen; a warranty or assurance on goods and services sold to consumers.
Tree-dwarfing art ,bonsai,2,Bonsai (a form of tree-dwarfing art from Japan)
Gulliver's first name ,lemuel,1,He is simply known by his last name: Lemuel Gulliver
Transparent part of envelope,window,1,Plastic window
VI ,six,2,Six (Roman numeral VI)
Captivate ,enthral,1,Enthrall
Storage space for fodder,silo,2,Silo 
Albumen,egg white,4,Lysozyme (found in egg white)
Slow lazy accent ,drawl,15,"Drawl-like (implying both the slowness of speech due to elongated vowels typical in some Southern American English and a casual, easygoing manner)"
Dealer in knives and forks ,cutler,1,Cutlery dealer
