CLUE,ANS,POS
Cowboy film ,western,1
Giver ,donor,1
City on the Tigris,mosul,3
Male bird ,cock,1
'Beauty is in the eye of the . . . . . . . .' ,beholder,1
Largest city in Nebraska ,omaha,1
Last or final in a process ,ultimate,2
Fermented honey drink ,mead,1
The present time ,today,2
It is better than cure,prevention,1
Merchant ,dealer,7
Hebridean island ,islay,5
Special right ,privilege,1
A place of safety or sanctuary,oasis,15
Made a gift to ,presented,5
Route ,road,7
One qualified to check accounts,auditor,1
Shape of a spring ,spiral,3
Taken as one's own,adopted,1
Two squared ,four,1
Way of thinking ,attitude,1
Miscellaneous ,assorted,4
"Concurred, assented ",agreed,1
Hades ,hell,2
Large boiling pot,cauldron,1
Margin,edge,2
"Negligent, unconcerned",careless,1
Heraldic beast ,unicorn,4
