CLUE,ANS,POS,FOUND IN
Dexterity ,skill,1,Skillful hands
Italian city (with two gentlemen),verona,8,Verona (with Romeo and Juliet)
Greek - upper room,attic,7,Odeon of Herodes Atticus
Academic robe ,gown,1,Doctoral gown
Russian city and ballet company ,kirov,4,Kirov Ballet (company)
Be exceptionally good ,excel,1,Outstandingly excellent
Gain knowledge ,learn,2,Learn new skills
Not in fashion ,out,1,Outdated
Device to reduce vibrations ,shock absorber,4,Shock absorbers
Private in the British Royal Engineers ,sapper,8,Sapper (in engineering)
Breadwinner ,earner,1,Primary earner
Light coloured,fair,2,Fair-haired
In the public domain?,known,12,No known copyright
