CLUE,ANS,POS
Norwegian city ,oslo,1
Non-professional ,amateur,1
Arachnid ,spider,1
Porous substance to absorb liquid ,sponge,1
Thin and easily torn ,flimsy,8
Driver's violent anger ,road rage,1
"Flip, coin or pancake say ",toss,1
"Annelid worm, used in medicine of old",leech,1
Cancel out,nullify,1
Slender ,thin,1
Greek tragedian ,aeschylus,1
A synthetic fabric ,nylon,2
Radio identification ,call sign,1
Turkish dynasty or long cushioned seat ,ottoman,1
Measuring stick ,ruler,1
"Pillager, plunderer ",raider,1
Handsome young man of Greek mythology ,apollo,2
Abnormal body sac containing fluid ,cyst,1
