CLUE,ANS,POS,FOUND IN
Sense organ ,ear,9,Tears
The home of sherry ,jerez,1,Spain (specifically the Jerez region)
Skip and dance ,caper,7,Jitterbug and caper
Glance over ,scan,2,Brief scan
Testament or determination ,will,1,Willpower
Greek teller of animal tales with a moral ,aesop,1,Aesop (the most well-known teller of animal fables)
"Declare confidently, promise ",assure,1,Assuredly declare
Song of loyalty ,anthem,3,Fidelity's anthem
Noble gas used in illuminated signs ,neon,1,Neon (most likely answer)
"Tube for air, cables, etc ",duct,6,Air duct
