CLUE,ANS,POS,FOUND IN
"Flee from restraint, allow to pursue like dog ",unleash,9,Unleash potential
Stems of asparagus as weapons ,spears,1,Asparagus spears (straightforward reference)
Tool for cutting grass with blade on long pole ,scythe,9,"Scythe (a traditional, manual tool for mowing large areas)"
Chest bone ,rib,2,Ribcage
Stew-dish ,casserole,3,Chicken casserole
Physician (informal) ,medic,2,Medical professional
Short-long metrical foot ,iamb,1,Iambic
Book by Defoe,moll flanders,5,The Fortunes and Misfortunes of the Famous Moll Flanders
"Eg, a chemist ",scientist,2,Beady-eyed scientist
Scumbag ,rat,10,Ratbag
