CLUE,ANS,POS,FOUND IN
Sincerely,in good faith,7,"Bona fide (Latin term meaning ""in good faith"")"
Verse line having six metrical feet,hexameter,1,"""Mighty Zeus, who rules the clouds above,"" (Dactylic Hexameter)"
Block ,stem,11,Gridlock (in contexts like city traffic or systems)
Mythical giant ,titan,2,Titans
Fireworks,roman candles,15,Roman candles (different from the previous item)
Light red ,pink,7,Pinkish dawn
September/March date ,equinox,4,"Equinox (March equinox and September equinox occur annually, though at different seasons)"
Male deer ,hart,3,Hart (archaic term for stag in the mature prime of life)
Name given to Elizabeth I ,gloriana,3,"Gloriana (after the character in Edmund Spenser's ""The Faerie Queene"")"
Autumn; drop ,fall,1,Falling leaves
Lacking strength,weak,1,Weakened
In the Land of Nod ,sleeping,4,Sleeping Beauty
Scribe ,writer,3,Manuscript writer
"Opposed, against ",anti,6,Antithetical
Settled up ,paid,3,Paid in full
