CLUE,ANS,POS,FOUND IN
Spike on plant ,thorn,1,Thorny
Swarming (with) ,teeming,7,teeming with
Width of pans ,span,3,Frying pan span
Sound like hostile or angry dog,growl,2,Growling
Mass of something large,bulk,4,Bulky mass
Deduce,infer,1,Inferred fact
Eventuality ,outcome,10,Eventual outcome
Its capital is Sofia ,bulgaria,1,Bulgarian
Joint of a finger when the fist is closed ,knuckle,2,Phalangeal knuckle
Horse's head in chess ,knight,1,Knight move
Woods of fruit trees ,orchards,7,Cherimoya orchards
