CLUE,ANS,POS
Plenty,ample,3
Language widespread in East Africa ,swahili,1
Case for a sword ,scabbard,2
Lustrous fabric ,damask,10
The 50th state ,hawaii,1
Cod-like fish ,ling,7
Clean and orderly ,tidy,2
Parvenu ,upstart,3
Performer's skill,artistry,2
Pirates' flag ,jolly roger,1
Gifts ,presents,1
Brought back to original condition ,restored,1
River in central Italy ,arno,2
Earth (Latin) ,terra,1
Comparable ,similar,3
Toothed wheel driven by a chain ,sprocket,1
Musical drama ,opera,1
Seat on horse or bike,saddle,1
Heavenly being ,angel,1
Insubstantial,thin,1
Very unkind,cruel,2
