CLUE,ANS,POS
"Cricket, table-tennis and baseball implement ",bat,7
Glowing ,radiant,1
Clown ,buffoon,8
Milder drink taken after a stronger one,chaser,7
Of only average quality ,mediocre,1
Spicy pepper sauce ,tabasco,1
Paris stock exchange ,bourse,1
Constant nuisance ,pest,1
Clap ,applaud,1
Subsequent ,next,6
Not faint or feeble ,strong,4
"Ineffectual, vain ",futile,2
Part of the week ,tuesday,2
Suffering,distress,2
(Of computer memory) able to be read in non-sequential order ,random access,1
Way in ,entrance,1
