CLUE,ANS,POS,FOUND IN
Secret plot; clique ,cabal,11,Covert cabal
Explosive - pit ,mine,5,Clandestine minefield
Capacity to become ,potential,1,Potentiality
Tear into scraps ,shred,1,Shredded
Skilled Himalayan mountaineer ,sherpa,4,Sherpa guide
Riding trousers ,breeches,2,Long breeches
Standard ,norm,1,Normative
Brazilian tree or its wax ,carnauba,1,"Carnauba (referring to the carnauba wax, which comes from a type of palm native to Brazil)"
Moon feature ,crater,2,Craters
Understanding - crowd,gathering,8,Dense gathering
