CLUE,ANS,POS,FOUND IN
Original New Zealanders ,maori,2,Maori: Indigenous people of New Zealand with a strong cultural identity and connection to the land.
Workers' organisations ,unions,1,Labor unions
Preserve ,keep,1,To maintain or keep in its original state
Desert in China/Mongolia; cauliflower (Ind.) ,gobi,1,"Steppes: This term refers to the vast, arid grasslands found in both China's Gobi desert and Mongolia' Marketplace"
Formal dress ,attire,3,Elegant attire
Take a pew,sit,2,Sitting down
Reserve specially ,earmark,10,Specific earmarked sum
Relating to verse - based on the metre ,metric,1,"Iambic: A metrical foot in poetry consisting of one unstressed syllable followed by a stressed syllable, as in ""A-bove."""
Celestial body of hot gases ,star,8,"Fusion reactor (analogous in function, not a celestinas body itself but related to the topic of nuclear fusion occurring in stars)"
Reach ,attain,1,Attainable goal
"- and Cromarty, former Scottish county ",ross,10,"Serene locale in Ross-shire, close to Moray Firth"
Pursue,chase,1,Chase after goals tirelessly
No speed required for poetic metrical foot ,spondee,4,Spondee: Two consecutive stressed syllables (DUM-DUM).
Devil ,demon,12,Demonic presence
Jupiter is one ,planet,1,"massive gas giant planet in our solar system, known for its iconic Great Red Spot storm"
Thoroughfare ,avenue,6,Bustling avenue
Plant used in salad,lamb's lettuce,14,Mâche (also known as lamb's lettuce)
Gen ,info,18,Ancestral genotype information
