CLUE,ANS,POS
Ignorant (of) ,unaware,1
Tragic prince of Elsinore ,hamlet,3
Male singing voice ,baritone,2
Greek island ,rhodes,4
Humorist ,comedian,2
Annulled ,repealed,16
"Muse, mull over ",consider,4
"Surrounding, on all sides - light or temperature ",ambient,1
Presiding person ,chairman,7
Remove rind ,peel,1
Scottish landowner ,laird,2
Curved under-parts of the feet ,arches,8
"Brain operation, once used to treat mental illness",lobotomy,1
"Medium, average, fair ",middling,9
Aimlessly floating ,adrift,1
Broadcast again ,rerun,2
Sleepwalker ,somnambulist,2
