CLUE,ANS,POS
One bringing in goods to country ,importer,9
Completely ,thoroughly,8
Group of elements functioning as whole ,system,12
Conforming to the accepted beliefs of a religion ,orthodox,1
Artist's workplace,studio,1
Amount left over ,excess,2
Ship's load ,cargo,1
Biblical 'you' ,thou,1
Science of sound ,acoustics,1
"Distinguish, make out ",discern,2
"Rescue (of) ship, etc",salvage,1
Administrative body ,council,12
Purloin ,steal,1
Salted away ,hoarded,1
Bursary ,grant,2
Choose ,select,1
Stretch ,extend,16
Likeness of a person ,portrait,1
Branch of mathematics,geometry,4
What cows chew ,cud,1
Keepsake ,memento,2
Band crew member ,roadie,15
Tell ,narrate,1
Able to be taken up ,adoptable,13
Left out ,omitted,1
Sister of Osiris ,isis,1
Native of Calcutta region ,bengali,1
Ship ,liner,16
A case or example of something ,instance,1
