CLUE,ANS,POS
Prickly plant of lithest kind ,thistle,1
Border or leeway ,margin,6
Automaton resembling a human,android,3
Money lodged to secure release pending trial ,bail,1
Glue ,adhesive,1
Carry out ,execute,1
Item of make-up ,lipstick,7
God ,deity,2
Annulment ,cancellation,1
Central part ,core,1
Fast-running African bird ,ostrich,1
Penalty appended to driving licence ,endorsement,1
Style of art such as that of Jackson Pollock ,abstract expressionism,1
Guardian ,keeper,10
"Competent, fit ",able,1
