CLUE,ANS,POS,FOUND IN
Quantity of unfinished work ,backlog,1,Backlogged tasks
"English poet, d.1998 -- husband of Sylvia Plath ",hughes,1,Ted Hughes
Plant fibre ,cotton,8,Cotton lint (from cotton bolls)
Fervent - down payment ,earnest,1,"Passionate deposit: ""Passion"" is a synonym for fervent, and when coupled with a financial context such as a deposit or down payment, it might suggest an intense commitment to purchasing something like a house (e.g., 'Down earnest')."
Doing the same thing over and over ,repetitious,19,Repetitious behavior
Family ,kin,1,Kinfolk
Polish composer of much piano music ,chopin,1,Frederic Chopin
Colour it's healthy to be in ,pink,10,"Pink, sometimes connected with nurturing oneself which is an aspect of self-care in maintaining good health."
Varied much prized flower ,orchid,3,"Orchid (highly valued for its unique beauty; six letters, fitting well into various lengths)"
Film ,movie,6,Feature (as in a feature-length movie)
Part of an ear,lobe,10,Earlobe
Tight-fisted person ,miser,2,Miserly
