CLUE,ANS,POS,FOUND IN
Supply food ,cater,4,Catering
It's imagined ,idea,7,Idealized
Divided peninsula ,korea,6,Korean Peninsula
Capital of Nebraska ,lincoln,17,Lincoln City (not to be confused with the capital)
Track,path,2,Pathway
Reproductive unit ,egg,10,Egg cell
Tanned animal skin ,leather,4,Full-grain leather
Simple - computer language ,basic,1,Basic syntax
Reject ,spurn,4,Spurned
"Showy, worthless trinket ",gewgaw,19,Flashy gewgaw
Hearing attentively ,listening,1,Listening intently
Met with frequently ,common,1,Commonly encountered
Reddish-brown,chestnut,6,Chestnut brown
