CLUE,ANS,POS
"Spoofs, shams ",hoaxes,13
Parliamentary break ,recess,2
Sea inlet ,gulf,4
Inebriated ,drunk,1
"Sickness, ailment ",malady,4
Easy gallop ,canter,2
"Curious, odd ",peculiar,3
"Stranger, outsider ",foreigner,1
Imaginary place where everything is perfect ,utopia,1
Noah's vessel ,ark,1
Out of tune,off-key,2
Identical ,same,1
Rips; droplets ,tears,1
"Trustworthy, dependable ",reliable,1
Plaything ,toy,2
Colouring stick ,crayon,1
"Dry, parched ",arid,1
Endeavours ,attempts,2
Fault - default ,defect,5
Use up,exhaust,3
Sieve ,strainer,1
Situation from which no progress can be made ,deadlock,1
Alehouse,tavern,2
"Small, wild US horse",mustang,1
Throw ,fling,6
Stone pillar tapering towards a point ,obelisk,1
Foreign lodger doing housework,au pair,4
Person who steals things ,thief,1
Raised platform ,dais,7
Tangible - of touch ,tactile,12
Drivel ,gibberish,12
Plunge ,dive,1
Smart or shrewd ,clever,2
Resign ,quit,1
Entourage ,retinue,2
