CLUE,ANS,POS,FOUND IN
French impressionist painter ,renoir,2,Pierre-Auguste Renoir
Large gun ,cannon,9,Colossal cannon
Freshwater sea of Israel ,galilee,2,Sea of Galilee
Strong wind ,gale,1,Gale force
"Source, derivation ",origin,8,"Latin origin, from ""sub"" (under) and ""vorare"" (to devour)"
Mental picture; idol ,image,5,Inspirational image
Reckoning of a debt or of votes ,tally,4,Tallying
Jealousy ,envy,18,Green-with-envy
Computer network ,internet,5,Internet accessibility
Tin alloy used to make plates and mugs,pewter,2,Pewter (contains tin but not an alloy primarily composed of it)
"Shrewdness, good for business ",acumen,2,Business acumen
