CLUE,ANS,POS,FOUND IN
Appear amused ,smile,9,Cheerful smile
Bills in restaurants ,tabs,6,Restaurant tabs
Surprise police visit ,raid,2,Unexpected raid
Utter a piercing cry,scream,1,Shrill scream
James Bond likes his martini this way ,shaken,1,"Shaken, not stirred"
Hand tool; proverb ,saw,2,Saw (a hand tool for cutting through difficulties or obstacles)
Ancient Greek author of moral tales ,aesop,1,Aesop was a legendary storyteller and slave who lived in ancient Greece around the 6th century BCE
Patron saint who said 'Shoo!' to serpents ,patrick,1,Saint Patrick
"Mist, light fog ",haze,1,Damp haze
"Eg, the Tate ",gallery,4,World-renowned gallery
