CLUE,ANS,POS,FOUND IN
Locomotive ,engine,1,Steam engine
American (colloq.) ,yank,4,Yanks (slang term for Americans)
Branch of linguistics concerned with meanings ,semantics,2,"Lexical Semantics - Study of the structure, development, and interpretation of words in language; analyzing their meaning relations like synonyms, antonyms, hyponyms, etc."
Performance by one person ,solo,1,Singing soloist
"Escargots, to the French ",snails,1,Snails à la française
Founder of Methodism ,wesley,1,John Wesley
Former name of Istanbul ,constantinople,4,"Galatia: An ancient province of central Asia Minor (modern-day Turkey), situated close to the future location of Constantinople and its successor city, Istanbul."
Absolutely sure ,certain,1,Certainly
Spin-stabilised device ,gyro,1,Gyrocopter
Zodiac sign - tumour ,cancer,2,Cancerous growth
Raids ,forays,19,Bold forays
Stretch of time ,period,1,Lengthy period
Pleasure boats ,yachts,6,Gentlemen's yachts
Established religious ceremony ,rite,2,Divine rite
"Caribbean country, capital Port-au-Prince ",haiti,5,"It serves as both a symbol of unity and an instrument for cultural identity, enabling effective communication across different ethnicities within Haiti."
