CLUE,ANS,POS
Analgesic drug ,codeine,5
"'Refrain from, stop (6)' ",desist,5
Monarch ,queen,2
Facade ,frontage,8
Gifts,donations,4
Stir (up public opinion?),agitate,12
Broadcaster ,newsreader,3
Rubbish dropped ,litter,1
Highly improper ,scandalous,2
Unexpected failure or error ,glitch,3
Grinding tooth ,molar,2
Dance originating in Cuba ,rumba,11
Part of finger ,nail,1
Metal fixing pin ,rivet,6
Togetherness ,unity,1
"Juicy stone-fruit, orange-pink when ripe ",apricot,3
Cessation of hostilities to allow peace talks ,truce,2
Normal ,usual,10
