CLUE,ANS,POS
Incursion ,raid,3
Type of carpet ,axminster,1
Root vegetable ,carrot,2
"Adieu, so long ",farewell,1
Church robe ,vestment,19
Assisted ,helped,1
Gawp ,stare,1
Skin complaint ,eczema,2
Calls up from memory ,evokes,5
Eats at drinks party,nibbles,6
Long-necked bird ,emu,7
"Of a period of government, such as in Britain 1811-1820",regency,1
"Cunning, deceitful ",crafty,2
Immense ,vast,1
Bring charge against ,accuse,2
Former students,alumni,1
Booty ,loot,1
Perilous ,risky,3
Metallic sound ,clang,1
Curtail ,abridge,5
Earth science ,geology,1
"Kind of nut, makes nice icing on cake ",almond,3
German motorway ,autobahn,1
Container for beer etc ,barrel,2
