CLUE,ANS,POS
UK capital ,london,1
Heavenly being ,angel,1
Lessen the gravity of ,mitigate,2
Embarrassed ,abashed,12
Traditionally the author of the third Gospel ,luke,1
Landed property ,estate,2
Sofa ,settee,2
Houses of Parliament borough ,westminster,1
Wind-borne toy ,kite,1
Fabric from fine goat's wool ,cashmere,1
Land (mainly US) ,real estate,13
Material of pre-vinyl rpm records,shellac,5
Greek wine ,retsina,2
Not satisfactory,unacceptable,3
Elderly Russian woman ,babushka,2
City of SE France ,grenoble,19
Person in charge of convent ,abbess,1
One's position or stance ,attitude,9
