CLUE,ANS,POS,FOUND IN
Reject disdainfully ,spurn,10,Arrogantly spurn
Self-service meal,buffet,5,Buffet set-up
Driven by liquid under pressure ,hydraulic,7,Pressurized hydraulic system
Threadlike strands growing from the skin ,hair,1,Hair follicles
Jutting part of lower jaw,chin,7,Chin projection
Type of fastening - on/off key,toggle,5,Toggle closure
Sailor from the Arabian Nights ,sinbad,2,"Sinbad - A sailor known for his adventurous voyages across the Seven Seas, often depicted as a protagonist in Arabian Nights stories."
Pulchritude,beauty,5,Enchanting beauty
Took a loan of ,borrowed,1,Borrowed funds
Natural gift ,talent,2,Inherent talent
Treatment centre ,clinic,3,Rehabilitation clinic
Dramatic works set to music ,operas,11,Verismo operas (realistic themes set to music)
Fairground's pink confection,candy floss,11,Candy floss heart
"Jeffrey, bowman? ",archer,3,Archery aficionado
Implicit,tacit,19,Tacit acknowledgement
Countrified,rural,1,Rural or country-like
Euphoric moments ,highs,4,Ecstatic highs
"Implement for writing, drawing etc",pencil,13,"Pencil case: An organized storage container used to hold various writing instruments such as pens, pencils, markers, erasers, and rulers."
Utilises ,uses,1,"The crossword puzzle solver uses their vast linguistic knowledge, cognitive science understanding, and expertise in wordplay and semantics."
Modern Constantinople ,istanbul,1,Contemporary Istanbul
