CLUE,ANS,POS,FOUND IN
"Sun, Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, Pluto",solar system,6,"Comets: Often referred as ""dirty snowballs,"" comets originate from the farthrances of our solar system and have distinctive tails when nearing the sun due to sublimation."
Had as a purpose ,intended,1,Intended function or aim: To serve a specific role or objective
Duo ,two,7,Twosome
Acute shortage ,dearth,3,Extreme dearth
Impels to be plain ,simple,13,Advances toward simple ideas
Inequitable ,unjust,8,Unjust distribution: Uneven allocation that lacks fairness in society or institutional contexts.
Wimbledon game ,tennis,3,Tennis championship event
Fire-raising crime ,arson,1,Arsonist
Overwhelming fear ,panic,2,Panic-stricken
Daydreams,reveries,18,Imaginary reveries
Carve a statue ,sculpt,1,Sculptor
Generally liked ,popular,6,Popularly appreciated
Affable ,genial,8,Congenial
Acceptance ,approval,11,Reluctant approval (contrasting meaning)
