CLUE,ANS,POS,FOUND IN
"Whisk, blend ",stir,3,Stirring Spoon
"Italian painter known for his scenes of Venice, d. 1768",canaletto,1,Canaletto (Jacopo Antonio)
James Bond likes his martini this way ,shaken,8,Shaken Not Stirred
Hand tool; proverb ,saw,9,Saw - An instrument consisting of a blade with a toothed edge used for cutting.
Hot curry ,madras,17,Madras Curry
Pungent bulbs ,onions,19,"Wild Onion Bulbs - Small, wild onions found growing in natural environments; known to have a pungent, slightly garlicky flavor."
From Antarctica or the Arctic ,polar,3,Polar Bear
Rim ,edge,4,Edge (of a coin or disc)
Patron saint who said 'Shoo!' to serpents ,patrick,1,Saint Patrick
Supply base ,depot,10,Supply Depot
Tropical water-lily ,lotus,4,"Nelumbo nucifera - Native to Asia and popularly known as the sacred lotus or Indian lotus; it is a species related to true water lilies but still commonly called ""lotus"" in tropical regions."
Voice box ,larynx,1,"Larynx - The anatomical structure in humans and many animals containing the vocal cords, commonly referred to as the voice box or Adam's apple."
Rower ,oarsman,3,"Oarsman - An individual who rows, especially someone participating in the sport or activity of rowing."
