CLUE,ANS,POS
Merchandise ,wares,5
Baby's bed ,cot,3
Instrument for viewing at a distance ,telescope,2
Gentle - bland,mild,1
Stop doing something ,desist,2
Sampled ,tasted,3
Visionary ,seer,5
Son of a sovereign ,prince,1
Over the moon ,ecstatic,4
Highly profitable ,lucrative,1
Drag along behind ,tow,2
N. American native ,apache,2
Not able to be seen ,invisible,1
In any event ,anyway,1
Contended or debated ,argued,1
Drive ,motor,12
Type of fuel ,diesel,2
Tell a story ,relate,3
Epic poem ,iliad,1
Vibrations ,tremors,5
Outlook or aspect ,prospect,14
"Worse fortune than is deserved, too bad ",hard luck,11
Governing body of the Roman Catholic church ,curia,8
