CLUE,ANS,POS
Hopelessness ,despair,1
Going in the same direction but always the same distance apart ,parallel,1
"Warranty, pledge ",guarantee,1
South African hill ,kopje,1
Brass band instrument ,euphonium,3
Pennant ,banner,1
Small fly ,midge,1
Gulliver's first name ,lemuel,1
Medical care ,treatment,4
Winner ,champion,1
Transparent part of envelope,window,1
Art of crafting objects from paper,origami,3
Greatly surprised,amazed,10
Storage space for fodder,silo,1
Lose all cohesion ,disintegrate,1
Man's servant ,valet,1
Thin paper or plastic tubes ,straws,1
Underground room ,cellar,3
Garden of fruit trees,orchard,1
