CLUE,ANS,POS
Moroccan stew cooked in a pot with a conical lid ,tagine,3
Adversary ,opponent,2
"American state, capital Montgomery ",alabama,2
Formal set of clothes ,suit,10
"Surreptitious, furtive ",stealthy,1
Specialised school,academy,3
"Plead, implore ",beg,3
Tenth month,october,43
Burden ,onus,18
"Metal, symbol Cr ",chromium,2
"Awful, dreadful ",terrible,2
One who sells betting advice ,tipster,2
Spanish wine cocktail ,sangria,2
Tailless marsupial down under ,wombat,5
(In medicine) an alcoholic solution of a drug ,tincture,4
Town in Surrey ,woking,5
Difficulty in reading and spelling ,dyslexia,2
