CLUE,ANS,POS
Tramp ,vagrant,2
Middle Eastern dessert ,baklava,1
Oriental ,eastern,2
Book of maps ,atlas,1
Inhabit ,occupy,4
Decorative clasp ,brooch,1
Dickens novel,hard times,5
Stage setting ,scenery,6
Not recognized ,unknown,1
Keep in a certain state ,maintain,2
Inveterate ,habitual,1
Sphere of activity ,domain,1
"Gyrate, reel ",spin,1
Liable to break easily ,fragile,1
Flower container,vase,1
(Of music) not in a key ,atonal,10
Blame for a crime ,accuse,1
A horse's feet ,hooves,1
"Inhabit, take up space ",occupy,4
Female title; panto part ,dame,6
The breastbone ,sternum,4
