CLUE,ANS,POS,FOUND IN
Last-born ,youngest,1,Youngest sibling
"English poet, 1922-85 ",larkin,1,Philip Larkin
Simultaneous discharge of guns ,salvo,1,Salvo firing
Red (in heraldry),gules,1,Gules 
James Bond novel and film: 'From . . . . . . with Love' ,russia,1,From Russia With Love
(Fur from) cat-like creature ,genet,15,Servaline genet
Ham it up ,overact,1,Overacting
Norwegian dramatist ,ibsen,1,Henrik Ibsen
Long and hard journey ,trek,5,Daunting trek
Sorrow ,grief,1,Grief-stricken
Stinging plant ,nettle,1,Nettles
Stride ,step,1,Step forward
Deep sadness ,sorrow,4,Sorrowfulness
Bet ,wager,5,Wagering 
French novelist - stupor (anag),proust,4,Proust's torpor
In the shape of a helix ,spiral,2,Spiral staircase
Relating to atomic energy ,nuclear,3,Nuclear reaction
