CLUE,ANS,POS,FOUND IN
"'Standard, conventional (6)' ",normal,7,Normalcy
"'Almost but not completely accurate, in short (6)' ",approx,1,Approximate
Exclamation of making a blunder ,oops,1,Oops!
Border,boundary,2,"Perimeter - The continuous line forming the boundary of a closed geometric figure, such as a square or circle."
Flag bearing a device ,banner,1,"Banner - A piece of cloth or other material with an emblem, logo, or symbol."
Annual starting point ,new year,1,New Year's Eve
Guest ,invitee,18,Gala invitee
"Lean, part of foot ",heel,3,Calcaneus (heel bone)
Director of publication ,editor,1,Editor-in-Chief
A wearing away ,abrasion,2,"Abrasion - A process involving the scraping, wearing down, or rubbing of a surface through friction with another material."
Rose fruit ,hip,1,Hips
