CLUE,ANS,POS
Develop over time ,evolve,2
Persuade ,convince,4
Unlawful killing ,murder,1
"Reasonable, logical ",rational,1
Sound of pain or despair ,groan,2
Playing card,ace,1
Mass of cells formed by bees ,honeycomb,1
Childish ,infantile,3
Element used as semiconductor,silicon,1
City by the Great Pyramid ,giza,1
Greek goddess of peace ,irene,7
Ballet skirt ,tutu,1
Stronghold ,fortress,3
Last ,final,1
Wander about,roam,9
Association football ,soccer,6
For nothing ,free,1
Port in Brittany ,brest,1
Love affair ,romance,7
Funeral lament ,dirge,4
"Laugh at, make fun of",deride,6
Small room ,cabin,5
Viscous bituminous substance,tar,6
