CLUE,ANS,POS,FOUND IN
Died by submersion ,drowned,8,Drowned in depths
Important historical period,era,1,Pivotal Era
Muck ,dirt,2,Dirty
Automaton resembling a human,android,4,Androidic figure
Money lodged to secure release pending trial ,bail,1,Bail money
Pent-up like river water ,dammed,7,Dammed emotions (metaphorically related)
"Eg, Tuesday ",weekday,2,Weekday commencement
Refer (to indirectly) ,allude,3,Alluded
Tetanus ,lockjaw,1,Lockjaw (a symptom of tetanus)
Total failure; fall heavily ,flop,10,Total flop
Broadcast ,transmit,1,Transmitted widely
"Competent, fit ",able,4,Capable
