CLUE,ANS,POS,FOUND IN
Talon ,claw,1,Claw-like feature
Grown-up tadpole ,frog,8,Juvenile froglet
Catty ,bitchy,4,Bitchy or ill-tempered
"Deadlock, stalemate",impasse,1,Impasse: A situation in which progress seems impossible due to conflicting positions or demands between parties involved.
Leading performer,star,3,Star performer
Genuflect,kneel,6,Kneel respectfully
Colour for aristocracy or emperors ,purple,13,Imperial purple (a historically significant color of nobility and royalty)
"A powerful explosive, initially ",tnt,6,"TNT (Trinitrotoluene, widely recognized as a powerful explosive material)"
Outshine ,excel,8,Luminous: Radiating light; metaphorically shining brightly and excelling beyond the norms.
Flock,herd,3,"Shepherd's responsibility: A shepherd manages and tends to his flock of sheep, ensuring their health and safety within the herd structure."
Spiny succulent ,cactus,1,Cactus (general category for spiny succulents)
Fine earthenware ,porcelain,7,Non-fired porcelain
Imaginary place of great wealth and opportunity ,el dorado,1,"El Dorado: A mythical city in South America, believed to be rich with gold and treasures."
Put into hock ,pawn,2,Pawned
Cordial,warm,1,Warm-hearted
Claw ,talon,3,"Talon: A sharp, hooked claw on an eagle or other bird of prey used for catching and holding onto their prey."
Carnivorous large cat,tiger,6,Panthera tigris: Tiger
