CLUE,ANS,POS
Obstacle ,handicap,18
Party - hit,bash,7
Agra tourist attraction ,taj mahal,1
Two times ,twice,11
Winged god of love ,eros,2
Self-satisfied ,smug,11
Widespread killing ,massacre,2
Automatic machine ,robot,1
Desiccating ,drying,2
Pre-Aztec Mexicans ,toltecs,2
Lively Parisian dance ,cancan,2
Strong drink ,vodka,3
Brigham Young state ,utah,1
Home loan ,mortgage,1
Bright and warm ,sunny,12
Patois ,dialect,7
Warning of danger ,alert,7
"Shout; Saul --, novelist ",bellow,3
Pleasure seeker ,hedonist,1
