CLUE,ANS,POS
Farthest - to the highest degree,extreme,5
Exploit; achievement ,feat,3
Not sorry,unapologetic,4
Arab leader,sheikh,6
Theft ,larceny,2
Soundless ,silent,1
County of southern England ,dorset,2
Supposed loch monster ,nessie,1
Family member by marriage ,brother-in-law,3
Bold and daring ,audacious,1
Group of items of the same kind ,set,11
Andalusian gypsy music ,flamenco,1
Licentious - dissolute ,immoral,5
Masticated ,chewed,1
"Break free, get away ",escape,1
"Attentive, watchful ",alert,1
