CLUE,ANS,POS
Cheap fruit? ,peach,5
Woven or knitted cloth,fabric,1
Ancient Mexican ,aztec,1
Stops ,ceases,2
Nebraska city ,omaha,1
Slangy adjective for harking back to the past ,retro,4
Steam bath ,sauna,1
Ornamental garden plant ,hosta,14
Bread browner ,toaster,1
Coxswain ,helmsman,1
Short note ,memo,1
Give a drug to ,medicate,4
Differ ,vary,2
Strange ,odd,8
Go out of favour,fall from grace,1
Royal seat ,throne,1
Piece of writing ,essay,7
Having no beginning or end ,infinite,11
Permanent ,enduring,8
Let fall ,drop,1
Rare noble gas ,radon,4
Honest and open ,candid,1
Modifies for a new use ,adapts,1
Wood ,timber,16
Plan,blueprint,1
Overdue,late,5
Domestic animal ,cat,2
Entice ,tempt,15
