CLUE,ANS,POS,FOUND IN
Golfer's support ,tee,8,Tee box manager
Port in southwest Spain ,cadiz,1,"Cadiz (Cadiz is a city in southwestern Spain, often referred to as the ""port"" due to its maritime history and importance)"
Superman's world and a gas ,krypton,1,Krypton (Superman's home planet)
Complain; meat ,beef,2,**Beef**: A type of meat.
Illumination ,light,1,Lightening
Change direction ,turn,2,Turn around
Noted Norwegian playwright ,ibsen,1,Henrik Ibsen
Check on - large lizard,monitor,2,Monitor (as in monitor lizard)
Courageous woman ,heroine,2,Fearless heroine
Fail to honour an obligation,renege,2,Reneged
