CLUE,ANS,POS,FOUND IN
Locomotive ,engine,1,Train engine
Mythical story ,legend,1,Legendary creature
Performance by one person ,solo,1,Solo act
Founder of Methodism ,wesley,1,John Wesley
Protection from the rain ,umbrella,2,Umbrella-bearer
Absolutely sure ,certain,1,Certainly
Spin-stabilised device ,gyro,1,Gyroscopically balanced
Showing forgiveness ,merciful,7,Merciful act
Zodiac sign - tumour ,cancer,4,"Cancer (Symbol of protection; in mythology, some might seek to shield from disease, albeit indirectly)"
Wish ,hope,8,Hopeful wishes
Feeling guilty ,ashamed,17,Ashamed-faced
Established religious ceremony ,rite,1,Sacred rite
