CLUE,ANS,POS
Conspire - small piece of land,plot,1
Having left the house (to go to a party?),gone out,7
Illness,ailment,3
Lapse against moral law ,sin,5
Cried out,yelled,11
"Beethoven or Mozart, say ",composer,1
Volcanic matter ,lava,1
Naval rank ,admiral,1
Not covered ,bare,7
One-humped camel ,dromedary,1
An informal friend ,pal,2
Round Table king ,arthur,1
Seizing one's attention,eye-catching,10
Highest part; coin ,crown,5
Two-masted sailing vessel ,ketch,3
"Fully, wholly ",entirely,2
Unscripted,ad lib,8
Part of an act ,scene,7
