CLUE,ANS,POS
Scene of Falklands battle,goose green,3
Composer or performer ,musician,2
Large gun ,cannon,1
Readily apparent ,evident,6
"Behemoths, titans ",giants,3
Strong wind ,gale,2
Intensely; harshly ,severely,7
Burial place ,tomb,4
Reckoning of a debt or of votes ,tally,3
Feeling of boredom ,ennui,4
Jealousy ,envy,2
Cutting tools,knives,1
Computer network ,internet,1
Devotion (to a task) ,dedication,3
Peak ,acme,9
Definite article ,the,1
Admitted - deceived,taken in,6
Rather inferior,mediocre,1
To a small degree ,slightly,2
"Shrewdness, good for business ",acumen,1
