CLUE,ANS,POS
Grassy plains of Argentine ,pampas,1
Unstable - it may be thrown! ,wobbly,5
Deep gorge or ravine ,canyon,2
Swell ,balloon,5
Noise of an explosion ,bang,2
Tested or scrutinised ,examined,1
The islands of eastern Oceania ,polynesia,1
Wintry missile ,snowball,1
Pampas cowboy ,gaucho,1
Way in ,entrance,1
Small biting fly,midge,2
"Hurting, painful ",sore,2
Agile ,nimble,2
Weak ,feeble,2
Lusterless or uninteresting ,dull,1
Bony outgrowths on the heads of some animals ,horns,1
Short trousers ,breeches,1
Altruistic,selfless,1
Driving force ,impetus,18
A fight or contest ,combat,10
"Desire or liking, for power or food ",appetite,1
Story ,narrative,2
"Songwriting partnership, Rodgers and -- ",hart,2
Fearful expectation ,dread,4
