CLUE,ANS,POS
A pair of performers ,duo,3
Still up in the air?,undecided,4
Sheaths for guns ,holsters,2
Mitigate; forgive ,excuse,10
"Inherent ability, natural talent ",aptitude,1
Suffer - last,endure,1
Lightest and most abundant of all substances,hydrogen,1
Israelite leader betrayed by Delilah ,samson,1
Take issue with ,disagree,15
Association of sports teams ,league,1
Double-dealing ,two-faced,2
Die (sl.) ,kick the bucket,3
Elliptical figure,oval,2
Nut ,cashew,3
Room to manoeuvre ,leeway,13
Responsive to stimulus ,reactive,1
