CLUE,ANS,POS
Quickly and without warning ,suddenly,1
"Infuriated, outraged ",incensed,3
"Italian astronomer, a founding father of modern science ",galileo,1
Sound of a plucked string ,twang,1
Maritime,nautical,2
"Mount, ascend ",climb,1
Commercial vehicle ,van,3
Inn ,tavern,2
Wanting too much ,greedy,1
"Long, narrow ranges of hilltops ",ridges,1
Country in Indochina ,vietnam,2
Diminish ,lessen,2
Group of eight ,octet,1
Scottish dance ,reel,4
"Range, extent ",scope,1
Chaos ,mayhem,6
Substance exuded by acacia ,gum arabic,2
"Mockery, ridicule ",derision,4
"Trembling, vibrating ",shaking,1
Weapon store ,arsenal,1
Paid killer ,assassin,2
Innate ,natural,2
Naval officer ,admiral,1
