CLUE,ANS,POS
Conveyance for transport ,vehicle,1
Away ,absent,8
Single cash payment ,lump sum,1
Consume ,eat,1
Feature supplementing standard model ,add-on,2
Spherical shapes ,orbs,2
Moves unsteadily ,wobbles,14
Performance venue ,arena,4
University qualification,degree,1
Rejoice - observe - perform ,celebrate,1
Reflective surface,mirror,1
Brush gently - coup,stroke,3
Large felines of forests ,tigers,1
Bluish shade of green ,teal,1
Sheltered terrace attached to a house ,veranda,3
Heartfelt,sincere,1
Booth; prevaricate ,stall,2
