CLUE,ANS,POS
Disclose or uncover ,reveal,1
Accuse with a crime (US) ,indict,4
Peak ,summit,3
Nothing ,zero,15
Publicise ,advertise,1
Over to the other side,across,1
Pouched animal from down under ,kangaroo,1
Normal; innate,natural,1
"Calm, pacify, appease ",placate,6
"Obstinate, tenacious ",stubborn,1
Astonishing ,amazing,1
Circumvent ,evade,9
Introductory music ,prelude,5
Plunge headlong ,plummet,2
Anger ,ire,7
Organ of hearing ,ear,1
One's university,alma mater,9
Strong wind ,gale,4
Narrow valley with a stream ,glen,6
Foe ,enemy,2
