CLUE,ANS,POS
Get bigger ,grow,2
Object thrown in field sports ,discus,2
Uncommon ,rare,1
Ought to ,should,3
Glass container in the laboratory ,test tube,5
Wrecker ,saboteur,4
Food from milk curd ,cheese,1
Occupation ,work,13
Walk heavily ,stomp,17
Funny little teasers,riddles,8
Accounts checker,auditor,1
Horned dinosaur ,triceratops,1
Involving hard work ,laborious,2
Bigotry ,bias,3
The immaterial part of a person ,psyche,4
South American pack animal ,llama,1
Polynesian garland ,lei,1
Gains points ,scores,1
Not occupied ,vacant,2
One with no illusions ,realist,1
