CLUE,ANS,POS
Arduous walk,trek,1
Interconnected system of things or people ,network,1
Italian city (with two gentlemen),verona,4
Woolly animals ,sheep,1
Official record of names etc. ,register,20
Death notice ,obituary,1
Cage(s) to keep birds ,aviary,1
Academic robe ,gown,1
Old London prison ,newgate,1
Hence ,thus,4
Gain knowledge ,learn,1
Not proper or suitable ,unseemly,5
Cooking stove,range,1
High quality brandy,cognac,1
Alfred Hitchcock was the master of it ,suspense,1
"Predicament, difficulty ",plight,2
Erase ,delete,3
A kind of accordion ,melodeon,3
Small crude shelter ,hut,1
By the sea ,coastal,1
City in Sweden ,uppsala,4
Debatable ,arguable,9
Eat lightly and often ,graze,1
Showing no joins ,seamless,1
