CLUE,ANS,POS,FOUND IN
Wheedle - coax,cajole,20,Subtle cajolery in social interactions
Retail branches ,outlets,3,Shopping outlets
Fail; girl ,miss,9,Misstep
Helixes ,spirals,1,"Spiral structure: The most common association with helices is the double-stranded DNA molecumbles's double helix shape, consisting of two intertwined spirals forming a twisted ladder or a spring-like coil"
"Comfort, rest ",ease,4,At ease
Delight; magical object ,charm,1,Enchanted charm
Books of maps ,atlases,13,Environmental atlases
Standard score for golfers ,par,3,"Bogey average: A measure that indicates a golfer's performance relative to par, calculated as one-over handicap index on standardized courses."
Moose ,elk,18,"Related species: elk, reindeer/caribou (differentiating features)"
Radio interference ,static,4,Intermittent static
Genuine ,sincere,2,Sincerely made
Abusive harangue ,diatribe,4,Vindictive diatribe
Something feeding an embryo ,yolk sac,13,Yolk sac (in early embryo development)
Record ,tape,16,Audio tape
Specialised language,jargon,2,Technical jargon: Detailed terms specific to a particular field or profession.
For fear that ,lest,11,Lest an undesirable situation befall us
Skating venue ,rink,1,Ice rink
Happen again ,recur,2,Recurring event
First performance ,premiere,4,Premiere performance
